2	3.000000	0.200000	2	388627152106362248336992220123388467563638816768.000000	3.239026	187288.000000
2	3.000000	0.270000	2	315830356779427869662711045350884965666198126592.000000	4.521052	189184.000000
2	3.000000	0.340000	2	388648624499270600599266917421784173450165747712.000000	4.662542	189884.000000
2	3.000000	0.410000	2	350981279164084545204110178308924960753145872384.000000	5.634730	190412.000000
2	3.000000	0.480000	2	389661942370300912068267427390406941228308365312.000000	7.082102	192404.000000
2	3.000000	0.550000	2	388565529134366417721321939080232773026450505728.000000	6.934774	192404.000000
2	3.000000	0.620000	2	351025409842185722748405918148548749412108599296.000000	9.904565	196432.000000
2	3.000000	0.690000	2	388386334422579994672219450871827808268238979072.000000	9.713247	196574.000000
2	3.000000	0.760000	2	313553824107375450733329688434841916691670106112.000000	13.654835	203628.000000
2	3.000000	0.830000	2	388337116182893531584043332417073772555480858624.000000	19.700615	209162.000000
2	3.000000	0.900000	2	313516912022614670258975329152131571066106544128.000000	28.350896	223782.000000
3	3.000000	0.200000	2	402208935136035508177269811572386403270306824192.000000	5.010498	225176.000000
3	3.000000	0.270000	2	388391091749951481759019237211650219217336139776.000000	6.372684	225176.000000
3	3.000000	0.340000	2	388458104851098996875805445427639421633845788672.000000	6.614007	225176.000000
3	3.000000	0.410000	2	351032374563946232244398141826654676087581179904.000000	9.352668	225176.000000
3	3.000000	0.480000	2	388439901915119867657511304535434918714719338496.000000	9.051215	225176.000000
3	3.000000	0.550000	2	350959072489493743847619459284718069202064244736.000000	12.102778	225176.000000
3	3.000000	0.620000	2	350934961687182769610594332140759446344062468096.000000	10.543844	225176.000000
3	3.000000	0.690000	2	350933811971756471612827635660392298119860060160.000000	15.159137	225176.000000
3	3.000000	0.760000	2	350946632098425872982970561620901017479788101632.000000	17.627779	225176.000000
3	3.000000	0.830000	2	350935369709728632524412440730634475341113982976.000000	25.795960	225176.000000
3	3.000000	0.900000	2	313548283889181482119338637515136200896461930496.000000	41.280511	247308.000000
4	3.000000	0.200000	2	388384336749823114305917890972447909081979551744.000000	5.387462	247308.000000
4	3.000000	0.270000	2	351037367140216200372309004123086073689974767616.000000	7.182988	247308.000000
4	3.000000	0.340000	2	388421623221840696733205196090427732754308268032.000000	8.419893	247308.000000
4	3.000000	0.410000	2	388491081042086674066493722078292818267788541952.000000	10.417254	247308.000000
4	3.000000	0.480000	2	388346202300077173560618481310136671196262957056.000000	11.146052	247308.000000
4	3.000000	0.550000	2	350949390465750381691204266789791352551873970176.000000	12.215395	247308.000000
4	3.000000	0.620000	2	350935260801378367746151077190949707403440947200.000000	13.583402	247308.000000
4	3.000000	0.690000	2	388337300108486740377008656895289931198759960576.000000	17.707929	247308.000000
4	3.000000	0.760000	2	350936876088653858984296520701403978336133185536.000000	25.575449	247308.000000
4	3.000000	0.830000	2	350916014268248735356819901881691197444762632192.000000	33.215808	247308.000000
4	3.000000	0.900000	2	313516764259230950105486685596070674104726847488.000000	55.671896	264260.000000
5	3.000000	0.200000	2	388400462289101332264318153318671177948579495936.000000	7.533638	264280.000000
5	3.000000	0.270000	2	388356594517886947258529940105846847019551817728.000000	9.554861	264280.000000
5	3.000000	0.340000	2	350966049170131892687326988807134954613463056384.000000	9.057990	264280.000000
5	3.000000	0.410000	2	388351123329110022380131176707158494946449686528.000000	13.905205	264280.000000
5	3.000000	0.480000	2	388344100364214684029133622734446514735316729856.000000	14.742142	264280.000000
5	3.000000	0.550000	2	350942608987273573142555909366602731311515828224.000000	16.370171	264280.000000
5	3.000000	0.620000	2	313536044363543437069633261984373136819006472192.000000	18.857314	264280.000000
5	3.000000	0.690000	2	350930956777677326610196573236085735651020898304.000000	23.983815	264280.000000
5	3.000000	0.760000	2	350921054499279079102198298485047581228308365312.000000	28.807472	264280.000000
5	3.000000	0.830000	2	313528610555701507013905920327528570734948384768.000000	35.409428	264280.000000
5	3.000000	0.900000	2	350914405301305559995238203238310967940300668928.000000	60.706400	280996.000000
6	3.000000	0.200000	2	388364364795468963668537035428239606724371152896.000000	7.990291	289512.000000
6	3.000000	0.270000	2	350989092384311096025628771080432412697131220992.000000	10.010114	289512.000000
6	3.000000	0.340000	2	351031462852331867857852589179085056963296362496.000000	11.899906	289512.000000
6	3.000000	0.410000	2	350955510748826840328975954851944772629776302080.000000	12.597490	289512.000000
6	3.000000	0.480000	2	350928477900966035994289267533381515498072571904.000000	12.843947	289512.000000
6	3.000000	0.550000	2	388371968818079504143013271317240386881237024768.000000	18.321034	289512.000000
6	3.000000	0.620000	2	388322076679848339995699266846378646930005688320.000000	21.486022	289512.000000
6	3.000000	0.690000	2	388321861191139906188282351943436401164125470720.000000	24.429848	289512.000000
6	3.000000	0.760000	2	350932916636400332851816921332424773303156080640.000000	37.339094	289512.000000
6	3.000000	0.830000	2	388316648851214585625790178157690521219772710912.000000	44.511206	289512.000000
6	3.000000	0.900000	2	313519889548527700429512555859440441285096243200.000000	73.488667	297192.000000
7	3.000000	0.200000	2	313545972700353422247383817963531064934930579456.000000	8.871683	304872.000000
7	3.000000	0.270000	2	313557443507976899058036013702064547005022076928.000000	10.438033	304872.000000
7	3.000000	0.340000	2	350975082107864046639263097150660951707878424576.000000	12.819576	304872.000000
7	3.000000	0.410000	2	388338082460607895488561860071703219259752579072.000000	14.175594	304872.000000
7	3.000000	0.480000	2	350939564209691549264455980272965389987895836672.000000	17.778545	304872.000000
7	3.000000	0.550000	2	350913765407695455719684125139658640926667964416.000000	20.193728	304872.000000
7	3.000000	0.620000	2	350925285662596359812105269869070823869823057920.000000	25.921358	304872.000000
7	3.000000	0.690000	2	388301725598441695600314713644780431914091675648.000000	30.243360	304872.000000
7	3.000000	0.760000	2	350923604505887096289253284158923477564293906432.000000	36.844890	304872.000000
7	3.000000	0.830000	2	388305962877616086314073857773873353185487224832.000000	50.494931	304872.000000
